indicator_type,indicator_content,domain_name
crypto-wallet,3124c9c2e9b45ab59fc9016ed5a2a8c0,orientalreview.org
crypto-wallet,35ea17ba0ce56753c1d731011d530b06,orientalreview.org
crypto-wallet,3b84ef1d4c57f7d3d09d328e9a903183,orientalreview.org
crypto-wallet,1e17b967d89574da44a04565a6f838be,orientalreview.org
crypto-wallet,3defecdb19c5b03166cf631bde9a9891,orientalreview.org
crypto-wallet,3aa3d10826a2fff4f1d547a0aa254b34,orientalreview.org
crypto-wallet,35fc87b42ba6d005bf6c21aa59e88305,orientalreview.org
crypto-wallet,16f4549e4e29ee786dcb26bb2876aaba,orientalreview.org
crypto-wallet,144ed3caaa16337e58f0cc587ed233f2,orientalreview.org
crypto-wallet,3f9a0a9e73c457481d4f04fafc6381f6,orientalreview.org
crypto-wallet,3be402bce2f1e7a284a517a8aa9bacd6,orientalreview.org
crypto-wallet,1844ac5de8cc3d127d58aa3cdb687583,orientalreview.org
crypto-wallet,1d547e8bbee6d7f3907a8064ec1651a1,orientalreview.org
crypto-wallet,1aadd32a303307fcd7bb21de64b927ca,orientalreview.org
crypto-wallet,3cfba3d89297620fb78172deca277705,orientalreview.org
crypto-wallet,3e7372758e1806c673619806c23cc9cd,orientalreview.org
crypto-wallet,1a525946fec81aaa2bf63b476349f1eb,orientalreview.org
crypto-wallet,373dd3ed1f1b73e829bcf9954cee7031,orientalreview.org
crypto-wallet,13e9400d2ac19c2986ade164e4afdc03,orientalreview.org
crypto-wallet,37c05244731730d72fe60e4231d4ec9e,orientalreview.org
crypto-wallet,17b173bfd377653f774b0386d6e42bc2,orientalreview.org
crypto-wallet,3e8311d29a6dec941c0f4d0315095ede,orientalreview.org
crypto-wallet,17c21c3bb530e331461684c460f28d10,orientalreview.org
crypto-wallet,3d7e5cbc273b4ded24762311549e4cf1,orientalreview.org
crypto-wallet,3c208652551afda7f73425ff66da67c9,orientalreview.org
crypto-wallet,3e8dd63b3223ae6648721725169eab18,orientalreview.org
crypto-wallet,354222baea122c503d2893a4e418ca93,orientalreview.org
crypto-wallet,1c092d83bdbd0fafae6d709b21e4292c,orientalreview.org
crypto-wallet,306fc979db344f14892ea297841758f0,orientalreview.org
crypto-wallet,389e79dde0b9fdcaf8fd07c53376f980,orientalreview.org
crypto-wallet,3f2caf93bdfffd908f5a0f7615b0252c,orientalreview.org
crypto-wallet,3e1b30ac4560da3ddd341fc468a1f92a,orientalreview.org
crypto-wallet,39336e73c9944714aa0fc914a3c27fc3,orientalreview.org
crypto-wallet,1f012d4d3e8f54269e8273fb93d351c6,orientalreview.org
crypto-wallet,309120f5f534c0ca85d047848121b731,orientalreview.org
crypto-wallet,117d0be96fafc4b57369a86088e68112,orientalreview.org
crypto-wallet,3f664c261232cd4d355d75373628ed6d,orientalreview.org
crypto-wallet,1b35f12e3250b48d4d7b9675ec2b8934,orientalreview.org
crypto-wallet,3af43a515b763035ff2850a5bbb0dc42,orientalreview.org
crypto-wallet,1f88e5859b762e80cfc85658f8ab056b,orientalreview.org
crypto-wallet,1e85bb1f96a19699df9799c7cb80a1bc,orientalreview.org
crypto-wallet,35359d62ec7fbfe50a6907ce3ce1551c,orientalreview.org
crypto-wallet,14abc6019b08713f339b7ddb863b1729,orientalreview.org
crypto-wallet,1daffd44bd0104418a11d2ddb66c76a6,orientalreview.org
crypto-wallet,3107a6e3de09db294cfbde72c3b724f7,orientalreview.org
crypto-wallet,1c4d3596e04438c1a721dd5fd0504307,orientalreview.org
crypto-wallet,165a86eb1bab2c3ff580e66c921d77a7,orientalreview.org
crypto-wallet,12e3d6c22f5212f04b5dd796c0e715f4,orientalreview.org
crypto-wallet,1efdd50da0d663ca54f0fb873eb30571,orientalreview.org
crypto-wallet,33dc33c0a2a9cd561d565e29be897098,orientalreview.org
crypto-wallet,35a749ac47f290e239f44cc28e8bd58c,orientalreview.org
crypto-wallet,13108d992585f214eb206d99004e4565,orientalreview.org
crypto-wallet,30cdabbd8e070600a1f8d4cb9525559d,orientalreview.org
crypto-wallet,3a904329f09cd98400ce7818c26aaa32,orientalreview.org
crypto-wallet,18e722c6dbaa9fdd27786b85fe9bbdb4,orientalreview.org
crypto-wallet,1aac4a882d371479a6432004262b29b1,orientalreview.org
crypto-wallet,3217a5d89a642667068a74dae1cdb7f4,orientalreview.org
crypto-wallet,101c1449f60c25a914a30206bfdeb763,orientalreview.org
crypto-wallet,316af4f0d3baf81ca8fdb7c7ca44b945,orientalreview.org
crypto-wallet,1af0030bcd1bae4a31e529e5098ac248,orientalreview.org
crypto-wallet,102792192441d258eba79ee438f0e7d9,orientalreview.org
crypto-wallet,35ddad826c325d0e78ea769319cf5c94,orientalreview.org
crypto-wallet,3b75aa976dda91f25bcb1cdbe7f41248,orientalreview.org
crypto-wallet,177e360f6a800c6efb89ab0059c7eb0c,orientalreview.org
crypto-wallet,1a44716f85eb0f8d8e65c143396e58c8,orientalreview.org
crypto-wallet,3abf458ff7a56507279edee7f7560d54,orientalreview.org
crypto-wallet,12374e75d7178754bbe36f3e12f15711,orientalreview.org
crypto-wallet,372bbdad72bf5f7f1d9306cf2cdb1b8e,orientalreview.org
crypto-wallet,1e38cd03f3fc42ed4f1be0cacae72f4b,orientalreview.org
crypto-wallet,371c797f57981080e4f109f26869f92a,orientalreview.org
crypto-wallet,19098f7066c9b73756e2117c9a109513,orientalreview.org
crypto-wallet,3ea65453b371685b120963ba22c7b3df,orientalreview.org
crypto-wallet,1bccadb4ae10d7217e739d01d5e0413b,orientalreview.org
crypto-wallet,39888c8ecbd2fb0e0a091e5aef35d327,orientalreview.org
crypto-wallet,161ee1aee6ec4659ac7dc7f02bc4c868,orientalreview.org
crypto-wallet,36a4b7c7fb4903164ca2063537bc719c,orientalreview.org
crypto-wallet,16c8106c82bf1e88845e3fe8dde97952,orientalreview.org
crypto-wallet,3a0a69a59f77b35047254b59ccf4eed0,orientalreview.org
crypto-wallet,1c7860891f66558127d2825603d8a5f3,orientalreview.org
crypto-wallet,3cc585abf94d89cd03fbd2d80d0a9ac0,orientalreview.org
crypto-wallet,36da99b659f5d84c11694ee16d804a9d,orientalreview.org
crypto-wallet,170db1c58df8de5d8d15c26cff4008b0,orientalreview.org
crypto-wallet,3046df2168752e4a9e513125316ad5ee,orientalreview.org
crypto-wallet,1fcb27a2bd669cc548d80ffc8b5ef265,orientalreview.org
crypto-wallet,3c263e4e4ff756ae3bd7363776ccd387,orientalreview.org
crypto-wallet,3ccbfc0f21e0aae56ae34a661c8cd782,orientalreview.org
crypto-wallet,354abde0ebf2b75c472f211de4a92143,orientalreview.org
crypto-wallet,1e425c9eefabe86ef2ec5edb8e3230e8,orientalreview.org
crypto-wallet,1d139041e309d42438e58a4124f24219,orientalreview.org
crypto-wallet,3c01b56cb09295825ee57e261a9579f0,orientalreview.org
crypto-wallet,346cc878074c5d8dccdaa38ebf97914e,orientalreview.org
crypto-wallet,19e045d13fa5ec764c61162def066fea,orientalreview.org
crypto-wallet,33404a1c664c205b85e3bfbd2febd1be,orientalreview.org
crypto-wallet,1046fd3c40fcc3927388a9742dc49808,orientalreview.org
crypto-wallet,3a859db86188a8089cb9935f66c1439e,orientalreview.org
ga_id,UA-15353139,orientalreview.org
certificate,"-----BEGIN CERTIFICATE-----
MIIHtTCCBp2gAwIBAgIMX2pYzmcDXeqnK4/0MA0GCSqGSIb3DQEBCwUAMFMxCzAJ
BgNVBAYTAkJFMRkwFwYDVQQKExBHbG9iYWxTaWduIG52LXNhMSkwJwYDVQQDEyBH
bG9iYWxTaWduIEdDQyBSMyBEViBUTFMgQ0EgMjAyMDAeFw0yMjA2MjIxMDA0NTJa
Fw0yMzA3MjQxMDA0NTFaMCExHzAdBgNVBAMTFnd3dy5vcmllbnRhbHJldmlldy5v
cmcwggIiMA0GCSqGSIb3DQEBAQUAA4ICDwAwggIKAoICAQCmJDptCTS+2R5GybqD
aY+hLjafAmjmpPp9A65W9pXmYcOpyIH/fofzsCvseg3qlgi9x3rdRS/Y2Kk+aXsJ
FCCHeO25y/1Roz/+DUNj8Cp7GxJEISL/I69ZwDXYOfR245zA+Ru+dkxwFfzslG5B
Vix9ghKCsVXwLlcyt7nVTai1PEjNc+6gZgwIwKvjk2xGCNPk97JFAWNV3Ef+TWVK
HBby5Ipw8inkYvW7cOT2ikRItEQKcYw//BEaoPU9UdCV16PcCAEs5x+wve7oPQOX
psL9kU2GNwQAHGUFWnaGaJFJVY7MOqMdBBBE5ARHap+5MTtrqzZpO8ZMjkWgu7t7
7UlDBGTx1/lbS9ydMCS6AbbTvym/e9fEVK+a6YmGAq/pE2dUvjP4FHP6vMFj1b0Z
ZKWFXrUGHhGiwIKCoIoRWc0VWAuJc6S0lGyN9eZ/aGg6cUTsEKoWsxymEr0lUNcz
lWrEzzTZ/GV7bUqu06pOactjDWeivLqgogq18brPw9JrkIwdi5UF28yXZahRTwQ3
LQI73BnjOO+lolYX98GjoQcyEGU3SkLCRVVmVNUmzOcFvLuVwreWD82yzSLH0HMn
UCE/VUPI0B0i4yTwzjS1HbaZKZwnP+lAnp1gVWxehTnVThEhjrrXphSuCtJrjRYG
S8OUXolFnblKLT4aNfScPT1k3wIDAQABo4IDuTCCA7UwDgYDVR0PAQH/BAQDAgWg
MIGTBggrBgEFBQcBAQSBhjCBgzBGBggrBgEFBQcwAoY6aHR0cDovL3NlY3VyZS5n
bG9iYWxzaWduLmNvbS9jYWNlcnQvZ3NnY2NyM2R2dGxzY2EyMDIwLmNydDA5Bggr
BgEFBQcwAYYtaHR0cDovL29jc3AuZ2xvYmFsc2lnbi5jb20vZ3NnY2NyM2R2dGxz
Y2EyMDIwMFYGA1UdIARPME0wQQYJKwYBBAGgMgEKMDQwMgYIKwYBBQUHAgEWJmh0
dHBzOi8vd3d3Lmdsb2JhbHNpZ24uY29tL3JlcG9zaXRvcnkvMAgGBmeBDAECATAJ
BgNVHRMEAjAAMEEGA1UdHwQ6MDgwNqA0oDKGMGh0dHA6Ly9jcmwuZ2xvYmFsc2ln
bi5jb20vZ3NnY2NyM2R2dGxzY2EyMDIwLmNybDCBiAYDVR0RBIGAMH6CFnd3dy5v
cmllbnRhbHJldmlldy5vcmeCH2F1dG9kaXNjb3Zlci5vcmllbnRhbHJldmlldy5v
cmeCF21haWwub3JpZW50YWxyZXZpZXcub3JnghZvd2Eub3JpZW50YWxyZXZpZXcu
b3JnghJvcmllbnRhbHJldmlldy5vcmcwHQYDVR0lBBYwFAYIKwYBBQUHAwEGCCsG
AQUFBwMCMB8GA1UdIwQYMBaAFA2YwHN/q7292UdLSa0KSgysPsd8MB0GA1UdDgQW
BBSH+H2qHmZSLg2FMvN+UDWvH9JUDDCCAXsGCisGAQQB1nkCBAIEggFrBIIBZwFl
AHUA6D7Q2j71BjUy51covIlryQPTy9ERa+zraeF3fW0GvW4AAAGBit88HgAABAMA
RjBEAiBbWBxlFyy99m7dRVCrpyR7BVd27s9GGKrZ5CdorlB8OgIgcH2PcozfhrPl
bCfa19wAj5AG626mswlOtc/LH7bQJu0AdQBvU3asMfAxGdiZAKRRFf93FRwR2QLB
ACkGjbIImjfZEwAAAYGK3zhiAAAEAwBGMEQCIC5MsTL1X295sJ+Ml0DjWczS5SpS
rOlTp9Jlg2fK1KG9AiBvjMfktNGPyeA/Zmapzl4K1Txc6ufpmHiWDH+0pKDRygB1
ALNzdwfhhFD4Y4bWBancEQlKeS2xZwwLh9zwAw55NqWaAAABgYrfOI4AAAQDAEYw
RAIgRZD9s2YIGcMWITIaoaZIAKtoZJuacNRcG8CdO+IuyCECIB8haQnc1qHJzrw9
M+3oZvIwrxeKYqhM6pb7dtlV9OYFMA0GCSqGSIb3DQEBCwUAA4IBAQAu7X3WKudN
OvwJW7CYRswli8AHKrfy+aAGUOpnbOooQu2AaqnAqcUPm6RmbCs7MRVHaBfwHPMs
BAG7Xvp8Py5QNmpBu++Q1dQXC9OcJ4CSbD3kNbPLOGBXsc0LhbcVPOH0i0a8mNlt
gOXl9/BnR+YhaWA1ykvfwnp7/xGCeK8ody2DCxJiAS6eO/yL/+7w9zV/l8tm2FVO
Ci8VyGstaIyYCfqTSc8pFFGCWH1IyRpAwfw0zqnXARAhLZLZzT1u37+H6l2v5zTj
JZavO1Jh+fktcXAvPWn/ADktwMe6QRJ9kBmYNbanvSKKy8O2HrPhTuTQHjLyEeBv
G9tHb58Hbfj1
-----END CERTIFICATE-----
",orientalreview.org
cert-domain,www.orientalreview.org,orientalreview.org
cert-domain, autodiscover.orientalreview.org,orientalreview.org
cert-domain, mail.orientalreview.org,orientalreview.org
cert-domain, owa.orientalreview.org,orientalreview.org
cert-domain, orientalreview.org,orientalreview.org
cdn-domain,www.paypal.com,orientalreview.org
cdn-domain,moderate3.cleantalk.org,orientalreview.org
cdn-domain,orientalreview.org,orientalreview.org
domain_suffix,orientalreview.org,orientalreview.org
domain,orientalreview,orientalreview.org
